2018-10-02 16:42:26	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:42:28	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:42:30	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:42:32	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:42:34	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:42:36	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:42:38	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:42:40	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:42:42	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:42:44	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:42:46	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:42:48	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:42:50	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:42:52	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:42:54	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:42:56	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:42:58	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:00	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:02	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:04	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:06	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:08	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:10	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:12	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:14	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:16	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:18	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:20	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:22	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:24	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:26	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:28	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:30	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:32	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:34	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:36	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:38	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:40	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:42	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:44	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:46	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
2018-10-02 16:43:48	/edu/pdx/powerlab/sep/der	1000	3000	20000	0	19998	1000	3000	20000	0	0
